,title,id,ontologyId,resultType,address,position,access,distance,categories,chains,references,contacts,openingHours,foodTypes,lat,lng
889,Global Oil Hauz,here:pds:place:608jx7ps-451146b805bc0975274100aa4671336b,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Global Oil Hauz, North Bay Blvd, 1485 Navotas, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'stateCode': 'NCR', 'state': 'National Capital Region', 'county': 'Third District NCR', 'city': 'Navotas', 'district': 'North Bay Blvd. North', 'street': 'North Bay Blvd', 'postalCode': '1485'}","{'lat': 14.6465, 'lng': 120.95228}","[{'lat': 14.64649, 'lng': 120.95227}]",1258,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",,"[{'supplier': {'id': 'core'}, 'id': '1104581626'}]",,,,14.6465,120.95228
890,Petron Rizal Avenue,here:pds:place:608wdts3-706225d752ed40a338a88f319a1cb0dc,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Petron Rizal Avenue, Rizal Ave, 2200 Olongapo City, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Central Luzon', 'county': 'Zambales', 'city': 'Olongapo City', 'district': 'Asinan', 'street': 'Rizal Ave', 'postalCode': '2200'}","{'lat': 14.82828, 'lng': 120.27983}","[{'lat': 14.82828, 'lng': 120.27983}]",534,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",,,,,,14.82828,120.27983
891,Caltex,here:pds:place:608jx7ps-4766dbc95184070ba24145da49feb6f5,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Caltex, Rizal Ave, 2200 Olongapo City, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Central Luzon', 'county': 'Zambales', 'city': 'Olongapo City', 'district': 'Asinan', 'street': 'Rizal Ave', 'postalCode': '2200'}","{'lat': 14.8359, 'lng': 120.2812}","[{'lat': 14.83589, 'lng': 120.28128}]",564,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",[{'id': '878'}],"[{'supplier': {'id': 'core'}, 'id': '1099708781'}]","[{'phone': [{'value': '+634732222424'}, {'value': '+634732249072'}], 'www': [{'value': 'https://www.caltex.com/ph/en.html'}]}]",,,14.8359,120.2812
892,Petron,here:pds:place:608jx7ps-00cdf6da567a0d56fa31e9876fe09724,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Petron, Rizal Ave, 2200 Olongapo City, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Central Luzon', 'county': 'Zambales', 'city': 'Olongapo City', 'district': 'Asinan', 'street': 'Rizal Ave', 'postalCode': '2200'}","{'lat': 14.82783, 'lng': 120.27978}","[{'lat': 14.82783, 'lng': 120.27978}]",571,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",[{'id': '7065'}],"[{'supplier': {'id': 'core'}, 'id': '1099720863'}]",[{'www': [{'value': 'http://www.petron.com/'}]}],,,14.82783,120.27978
893,Caltex Lube,here:pds:place:608jx7ps-30b9ae1dde1f0d919e1f279e864290e4,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Caltex Lube, Rizal Ave, 2200 Olongapo City, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Central Luzon', 'county': 'Zambales', 'city': 'Olongapo City', 'district': 'Asinan', 'street': 'Rizal Ave', 'postalCode': '2200'}","{'lat': 14.83622, 'lng': 120.28126}","[{'lat': 14.83622, 'lng': 120.28129}]",594,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",[{'id': '878'}],,,,,14.83622,120.28126
894,Zamodca Gasoline Station,here:pds:place:608jx7ps-00d132b833250734cc7597edd1aa8d07,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Zamodca Gasoline Station, Brill St 1, 2200 Olongapo City, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Central Luzon', 'county': 'Zambales', 'city': 'Olongapo City', 'district': 'Asinan', 'street': 'Brill St', 'postalCode': '2200', 'houseNumber': '1'}","{'lat': 14.8383, 'lng': 120.2819}","[{'lat': 14.8383, 'lng': 120.28196}]",790,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",,"[{'supplier': {'id': 'core'}, 'id': '1099696719'}]",,,,14.8383,120.2819
895,TOTAL,here:pds:place:608wdts3-0dd4a02684124b4ba22e4cd8607d65c9,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'TOTAL, 2200 Olongapo City, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Central Luzon', 'county': 'Zambales', 'city': 'Olongapo City', 'district': 'New Kababae', 'postalCode': '2200'}","{'lat': 14.8284, 'lng': 120.291}","[{'lat': 14.82839, 'lng': 120.2908}]",861,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",[{'id': '35'}],,,"[{'text': ['Mon-Sun: 00:00 - 24:00'], 'isOpen': True, 'structured': [{'start': 'T000000', 'duration': 'PT24H00M', 'recurrence': 'FREQ:DAILY;BYDAY:MO,TU,WE,TH,FR,SA,SU'}]}]",,14.8284,120.291
896,Petron,here:pds:place:608jx7ps-35e3bd78d29b0bef93bd3ecba523a643,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Petron, Rizal Hwy, 2200 Olongapo City, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Central Luzon', 'county': 'Zambales', 'city': 'Olongapo City', 'district': 'New Kababae', 'street': 'Rizal Hwy', 'postalCode': '2200'}","{'lat': 14.82375, 'lng': 120.28631}","[{'lat': 14.82375, 'lng': 120.28631}]",898,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",[{'id': '7065'}],"[{'supplier': {'id': 'core'}, 'id': '1137859115'}]",,,,14.82375,120.28631
897,PTT station,here:pds:place:608wdts3-84d2e3b6bebc41e7937de778bc2c9376,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'PTT station, National Hwy, 2200 Olongapo City, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Central Luzon', 'county': 'Zambales', 'city': 'Olongapo City', 'district': 'Banicain', 'street': 'National Hwy', 'postalCode': '2200'}","{'lat': 14.83881, 'lng': 120.27971}","[{'lat': 14.83882, 'lng': 120.27969}]",925,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",[{'id': '6998'}],"[{'supplier': {'id': 'core'}, 'id': '1208886106'}]",,,,14.83881,120.27971
898,Flying V,here:pds:place:608jx7ps-607574ac29cb0d007a26f38a157a8199,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Flying V, Ohio St, 2200 Olongapo City, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Central Luzon', 'county': 'Zambales', 'city': 'Olongapo City', 'district': 'Banicain', 'street': 'Ohio St', 'postalCode': '2200'}","{'lat': 14.83886, 'lng': 120.27929}","[{'lat': 14.83888, 'lng': 120.2793}]",952,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",[{'id': '8672'}],"[{'supplier': {'id': 'core'}, 'id': '1099535373'}]",,,,14.83886,120.27929
899,PTT Olongapo Bugallon,here:pds:place:608wdts3-0428333dc00c4a4cb38045f17321e7fe,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'PTT Olongapo Bugallon, National Hwy, 2200 Olongapo City, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Central Luzon', 'county': 'Zambales', 'city': 'Olongapo City', 'district': 'Banicain', 'street': 'National Hwy', 'postalCode': '2200'}","{'lat': 14.83914, 'lng': 120.27976}","[{'lat': 14.83905, 'lng': 120.27986}]",956,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",,,,,,14.83914,120.27976
900,Shell,here:pds:place:608wcbwe-914448e0507d402eb0e75285cd71762f,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Shell, C. Aviles, 6541 Ormoc City, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Eastern Visayas', 'county': 'Leyte', 'city': 'Ormoc City', 'district': 'Barangay 3 Pob.', 'street': 'C. Aviles', 'postalCode': '6541'}","{'lat': 11.00563, 'lng': 124.60826}","[{'lat': 11.00563, 'lng': 124.60826}]",156,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",[{'id': '10'}],"[{'supplier': {'id': 'core'}, 'id': '1219916154'}]","[{'phone': [{'value': '+635385614986'}], 'www': [{'value': 'http://www.shell.com.ph'}, {'value': 'https://find.shell.com/ph/fuel/10022019-sh-ormoc-leyte-1'}], 'email': [{'value': 'shellcustomercare@shell.com'}]}]","[{'text': ['Mon-Sun: 00:00 - 24:00'], 'isOpen': True, 'structured': [{'start': 'T000000', 'duration': 'PT24H00M', 'recurrence': 'FREQ:DAILY;BYDAY:MO,TU,WE,TH,FR,SA,SU'}]}]",,11.00563,124.60826
901,Ormoc Diesel Center,here:pds:place:608jx7ps-8d70a778093c04f2c14f6dcd5de4d79a,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Ormoc Diesel Center, Osmeña, 6541 Ormoc City, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Eastern Visayas', 'county': 'Leyte', 'city': 'Ormoc City', 'district': 'Barangay 23 Pob.', 'street': 'Osmeña', 'postalCode': '6541'}","{'lat': 11.00811, 'lng': 124.60885}","[{'lat': 11.00813, 'lng': 124.60886}]",434,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}, {'id': '700-7850-0000', 'name': 'Car Repair - Service'}]",,"[{'supplier': {'id': 'core'}, 'id': '1113211074'}]",,,,11.00811,124.60885
902,Petron,here:pds:place:608jx7ps-89e26dddd7cc059a320a8afd2fabdc14,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Petron, Osmeña, 6541 Ormoc City, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Eastern Visayas', 'county': 'Leyte', 'city': 'Ormoc City', 'district': 'Barangay 17 Pob.', 'street': 'Osmeña', 'postalCode': '6541'}","{'lat': 11.00856, 'lng': 124.60779}","[{'lat': 11.00855, 'lng': 124.60779}]",459,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",[{'id': '7065'}],"[{'supplier': {'id': 'core'}, 'id': '1113210146'}]",,,,11.00856,124.60779
903,Caltex,here:pds:place:608wcbwe-084f045ec91834c309048f121ac40e8c,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Caltex, 6541 Ormoc City, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Eastern Visayas', 'county': 'Leyte', 'city': 'Ormoc City', 'district': 'Batuan', 'postalCode': '6541'}","{'lat': 11.00773, 'lng': 124.60136}","[{'lat': 11.00773, 'lng': 124.60139}]",764,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",[{'id': '878'}],"[{'supplier': {'id': 'core'}, 'id': '1220019991'}]",,,,11.00773,124.60136
904,Shell,here:pds:place:608wcbwe-7b06adf990ad4bcebcd063b9c2467d6d,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Shell, Real, 6541 Ormoc City, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Eastern Visayas', 'county': 'Leyte', 'city': 'Ormoc City', 'district': 'Barangay 14 Pob.', 'street': 'Real', 'postalCode': '6541'}","{'lat': 11.0118, 'lng': 124.6083}","[{'lat': 11.01174, 'lng': 124.6085}]",823,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",[{'id': '10'}],"[{'supplier': {'id': 'core'}, 'id': '1202333933'}]","[{'phone': [{'value': '+635385612488'}], 'www': [{'value': 'http://www.shell.com.ph/'}, {'value': 'https://find.shell.com/ph/fuel/12185678-sh-real-st-ormoc'}], 'email': [{'value': 'shellcustomercare@shell.com'}]}]","[{'text': ['Mon-Sun: 00:00 - 24:00'], 'isOpen': True, 'structured': [{'start': 'T000000', 'duration': 'PT24H00M', 'recurrence': 'FREQ:DAILY;BYDAY:MO,TU,WE,TH,FR,SA,SU'}]}]",,11.0118,124.6083
905,Power Up,here:pds:place:608wcbwe-7edd457e598841daa88dbe4d03f16744,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Power Up, Narra, 6541 Ormoc City, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Eastern Visayas', 'county': 'Leyte', 'city': 'Ormoc City', 'district': 'Punta', 'street': 'Narra', 'postalCode': '6541'}","{'lat': 11.01187, 'lng': 124.60024}","[{'lat': 11.01187, 'lng': 124.60024}]",1145,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",,"[{'supplier': {'id': 'core'}, 'id': '1220020816'}]",[{'phone': [{'value': '+635385618197'}]}],,,11.01187,124.60024
906,Shell,here:pds:place:608wcbwe-78145363fa134b2aa7abde300886649e,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Shell, Narra, 6541 Ormoc City, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Eastern Visayas', 'county': 'Leyte', 'city': 'Ormoc City', 'district': 'Punta', 'street': 'Narra', 'postalCode': '6541'}","{'lat': 11.01299, 'lng': 124.60061}","[{'lat': 11.01295, 'lng': 124.60082}]",1212,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",[{'id': '10'}],"[{'supplier': {'id': 'core'}, 'id': '1220020814'}]","[{'phone': [{'value': '+635385612461'}], 'www': [{'value': 'http://www.shell.com.ph/'}, {'value': 'https://find.shell.com/ph/fuel/12398234-sh-veloso-toog-leyte'}], 'email': [{'value': 'shellcustomercare@shell.com'}]}]","[{'text': ['Mon-Sun: 05:00 - 22:00'], 'isOpen': True, 'structured': [{'start': 'T050000', 'duration': 'PT17H00M', 'recurrence': 'FREQ:DAILY;BYDAY:MO,TU,WE,TH,FR,SA,SU'}]}]",,11.01299,124.60061
907,Shell Service,here:pds:place:608jx7ps-16306519d9520301b7c9d0dc31ffa9c1,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Shell Service, National Rd, 6541 Ormoc City, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Eastern Visayas', 'county': 'Leyte', 'city': 'Ormoc City', 'district': 'Cogon Combado', 'street': 'National Rd', 'postalCode': '6541'}","{'lat': 11.01766, 'lng': 124.6062}","[{'lat': 11.01765, 'lng': 124.60619}]",1477,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}, {'id': '700-7850-0122', 'name': 'Car Repair'}]",[{'id': '10'}],"[{'supplier': {'id': 'core'}, 'id': '1113210076'}]",,,,11.01766,124.6062
908,Shell,here:pds:place:608jx7ps-ab75b3df5d4c00a3d61306b5bfbc9e08,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Shell, National Rd, 6541 Ormoc City, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Eastern Visayas', 'county': 'Leyte', 'city': 'Ormoc City', 'district': 'Cogon Combado', 'street': 'National Rd', 'postalCode': '6541'}","{'lat': 11.01784, 'lng': 124.60618}","[{'lat': 11.01782, 'lng': 124.60612}]",1497,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",[{'id': '10'}],"[{'supplier': {'id': 'core'}, 'id': '1113210078'}]","[{'phone': [{'value': '+63288788888'}, {'value': '+635382557930'}, {'value': '+635385611059'}], 'www': [{'value': 'http://www.shell.com.ph/'}, {'value': 'https://find.shell.com/ph/fuel/10022213-sh-cogon-ormoc-city'}, {'value': 'https://find.shell.com/ph/fuel/10022213-sh-cogon-ormoc-city-doss'}], 'email': [{'value': 'shellcustomercare@shell.com'}]}]","[{'text': ['Mon-Sun: 05:00 - 21:00'], 'isOpen': True, 'structured': [{'start': 'T050000', 'duration': 'PT16H00M', 'recurrence': 'FREQ:DAILY;BYDAY:MO,TU,WE,TH,FR,SA,SU'}]}]",,11.01784,124.60618
909,Petron,here:pds:place:608wcbwe-7688ab1350609426b80e2a00527c3d94,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Petron, 6541 Ormoc City, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Eastern Visayas', 'county': 'Leyte', 'city': 'Ormoc City', 'district': 'Cogon Combado', 'postalCode': '6541'}","{'lat': 11.01776, 'lng': 124.60172}","[{'lat': 11.01776, 'lng': 124.6017}]",1610,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",[{'id': '7065'}],"[{'supplier': {'id': 'core'}, 'id': '1220020817'}]",,,,11.01776,124.60172
910,Shell,here:pds:place:608jx7ps-cb52d7e2105e0654a9fe441f0221d21c,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Shell, Sen. J. Ozamis St, 7207 Oroquieta City, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Northern Mindanao', 'county': 'Misamis Occidental', 'city': 'Oroquieta City', 'district': 'Lamac Lower', 'street': 'Sen. J. Ozamis St', 'postalCode': '7207'}","{'lat': 8.48163, 'lng': 123.80519}","[{'lat': 8.48163, 'lng': 123.80519}]",412,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",[{'id': '10'}],"[{'supplier': {'id': 'core'}, 'id': '1132307465'}]","[{'phone': [{'value': '+638885311140'}], 'www': [{'value': 'http://www.shell.com.ph/'}, {'value': 'https://find.shell.com/ph/fuel/10022291-sh-mckinley-oroquieta'}], 'email': [{'value': 'shellcustomercare@shell.com'}]}]","[{'text': ['Mon-Sun: 00:00 - 24:00'], 'isOpen': True, 'structured': [{'start': 'T000000', 'duration': 'PT24H00M', 'recurrence': 'FREQ:DAILY;BYDAY:MO,TU,WE,TH,FR,SA,SU'}]}]",,8.48163,123.80519
911,Petron,here:pds:place:608jx7ps-4446e30dc4a30ab7b58093e796de3c78,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Petron, Sen. J. Ozamis St, 7207 Oroquieta City, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Northern Mindanao', 'county': 'Misamis Occidental', 'city': 'Oroquieta City', 'district': 'Loboc Lower', 'street': 'Sen. J. Ozamis St', 'postalCode': '7207'}","{'lat': 8.48559, 'lng': 123.80178}","[{'lat': 8.48559, 'lng': 123.80178}]",447,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",[{'id': '7065'}],"[{'supplier': {'id': 'core'}, 'id': '1132304295'}, {'supplier': {'id': 'core'}, 'id': '1165254434'}]",[{'www': [{'value': 'https://www.petron.com/web/Media/uploads/Corporate_website_PVC_Master_List_Nov_5_20131.pdf'}]}],,,8.48559,123.80178
912,Petron,here:pds:place:608jx7ps-c1210a007bec099edf0efb2759dc29a9,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Petron, National Hwy, 7207 Oroquieta City, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Northern Mindanao', 'county': 'Misamis Occidental', 'city': 'Oroquieta City', 'district': 'Langcangan Lower', 'street': 'National Hwy', 'postalCode': '7207'}","{'lat': 8.47726, 'lng': 123.80639}","[{'lat': 8.47728, 'lng': 123.80641}]",894,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",[{'id': '7065'}],"[{'supplier': {'id': 'core'}, 'id': '1132305096'}]",,,,8.47726,123.80639
913,Petron,here:pds:place:608jx7ps-16fdefd079b3062e1850975b9442b0d2,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Petron, Dr. J. Rizal St, 7207 Oroquieta City, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Northern Mindanao', 'county': 'Misamis Occidental', 'city': 'Oroquieta City', 'district': 'Canubay', 'street': 'Dr. J. Rizal St', 'postalCode': '7207'}","{'lat': 8.49241, 'lng': 123.8007}","[{'lat': 8.49239, 'lng': 123.80068}]",973,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",[{'id': '7065'}],"[{'supplier': {'id': 'core'}, 'id': '1132306006'}]",,,,8.49241,123.8007
914,Sea Oil,here:pds:place:608jx7ps-db5296deffad06ddd8f4c91793c0733e,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Sea Oil, National Hwy, 7207 Oroquieta City, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Northern Mindanao', 'county': 'Misamis Occidental', 'city': 'Oroquieta City', 'district': 'Langcangan Lower', 'street': 'National Hwy', 'postalCode': '7207'}","{'lat': 8.47511, 'lng': 123.80642}","[{'lat': 8.47511, 'lng': 123.80645}]",1133,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",[{'id': '8673'}],"[{'supplier': {'id': 'core'}, 'id': '1132306417'}]",,,,8.47511,123.80642
915,Caltex,here:pds:place:608jx7ps-732ca43648b801de8bb9157b7132387a,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Caltex, Dr. J. Rizal St, 7207 Oroquieta City, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Northern Mindanao', 'county': 'Misamis Occidental', 'city': 'Oroquieta City', 'district': 'Canubay', 'street': 'Dr. J. Rizal St', 'postalCode': '7207'}","{'lat': 8.49374, 'lng': 123.7992}","[{'lat': 8.49374, 'lng': 123.7992}]",1190,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",[{'id': '878'}],"[{'supplier': {'id': 'core'}, 'id': '1132304283'}]",,,,8.49374,123.7992
916,Caltex,here:pds:place:608wc801-ff0dd30895b448a4864d92f4626b3d44,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Caltex, 7207 Oroquieta City, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Northern Mindanao', 'county': 'Misamis Occidental', 'city': 'Oroquieta City', 'district': 'Talairon', 'postalCode': '7207'}","{'lat': 8.46019, 'lng': 123.80038}","[{'lat': 8.46036, 'lng': 123.80041}]",2854,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",[{'id': '878'}],"[{'supplier': {'id': 'core'}, 'id': '1211238711'}]",,"[{'text': ['Mon-Thu, Sat, Sun: 06:00 - 20:00'], 'isOpen': True, 'structured': [{'start': 'T060000', 'duration': 'PT14H00M', 'recurrence': 'FREQ:DAILY;BYDAY:MO,TU,WE,TH,SA,SU'}]}]",,8.46019,123.80038
